Timestamp;Suhu Udara (°C);Kelembaban Udara (%);Suhu Tanah (°C);Kelembaban Tanah (%);pH Tanah;Nitrogen (mg/kg);Fosfor (mg/kg);Kalium (mg/kg);Status Kesuburan;Rekomendasi;Curah Hujan (mm);Lokasi
2025-08-27 16:59:12;29.4;45.8;26.1;77.7;4.06;200;28;118;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.6;Eucalyptus Farm
2025-09-10 08:00:09;26.4;66.5;26.8;54.4;6.71;127;45;249;Sangat Subur;Pertahankan kondisi saat ini;3.8;Eucalyptus Farm
2025-09-10 08:00:09;28.9;62.2;25.6;47.5;7.81;34;191;266;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.5;Eucalyptus Farm
2025-09-10 08:00:55;24.1;56.3;26.1;77.0;7.57;54;181;171;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.8;Eucalyptus Farm
2025-09-10 08:01:17;26.8;55.8;25.6;69.2;7.00;54;27;146;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.2;Eucalyptus Farm
2025-09-10 08:01:57;21.9;44.9;29.8;77.1;5.50;58;55;190;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.2;Eucalyptus Farm
2025-09-10 08:03:55;23.2;52.8;25.9;62.4;5.50;105;33;201;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.0;Eucalyptus Farm
2025-09-10 08:05:02;28.1;52.4;25.7;52.4;7.43;87;36;138;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.9;Eucalyptus Farm
2025-09-10 08:06:24;20.7;38.5;30.1;68.2;5.40;98;55;103;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.1;Eucalyptus Farm
2025-09-10 08:06:44;27.8;44.4;25.7;50.5;5.60;142;67;309;Sangat Subur;Pertahankan kondisi saat ini;6.0;Eucalyptus Farm
2025-09-10 08:06:52;29.3;41.4;28.9;50.4;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;4.8;Eucalyptus Farm
2025-09-10 08:08:24;29.4;59.9;26.3;62.6;6.77;195;15;366;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.1;Eucalyptus Farm
2025-09-10 08:08:59;29.8;65.3;29.1;75.4;8.54;85;101;132;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.2;Eucalyptus Farm
2025-09-10 08:11:06;22.7;60.5;27.7;68.2;5.86;65;79;12;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.7;Eucalyptus Farm
2025-09-10 08:11:07;23.2;53.3;26.2;64.5;7.14;111;47;147;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.7;Eucalyptus Farm
2025-09-10 08:11:38;28.0;43.9;29.4;73.3;5.64;103;45;148;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.6;Eucalyptus Farm
2025-09-10 08:12:08;22.9;54.7;26.0;77.3;5.66;82;37;223;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.3;Eucalyptus Farm
2025-09-10 08:12:08;21.3;47.9;26.7;79.5;7.20;98;66;129;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.9;Eucalyptus Farm
2025-09-10 08:13:43;24.4;49.4;26.6;55.3;6.33;105;48;288;Sangat Subur;Pertahankan kondisi saat ini;1.3;Eucalyptus Farm
2025-09-10 08:14:06;20.9;61.4;27.5;57.8;6.97;46;76;222;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.9;Eucalyptus Farm
2025-09-10 08:15:22;21.7;54.0;27.3;71.7;8.56;181;181;132;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.6;Eucalyptus Farm
2025-09-10 08:16:55;22.0;52.4;25.6;69.4;5.07;114;70;361;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.7;Eucalyptus Farm
2025-09-10 08:17:42;23.0;55.6;29.5;59.0;6.08;100;30;206;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.9;Eucalyptus Farm
2025-09-10 08:17:42;21.0;56.5;25.7;64.5;4.47;122;171;305;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.3;Eucalyptus Farm
2025-09-10 08:19:27;22.8;66.2;28.4;52.4;7.54;168;65;89;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.5;Eucalyptus Farm
2025-09-10 08:20:14;23.4;41.1;29.3;60.4;7.85;36;37;302;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.6;Eucalyptus Farm
2025-09-10 08:20:48;26.4;52.5;28.6;40.4;6.47;58;72;139;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.9;Eucalyptus Farm
2025-09-10 08:20:52;24.3;57.2;28.0;74.0;6.27;53;17;165;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.7;Eucalyptus Farm
2025-09-10 08:22:04;21.6;56.0;26.0;55.0;6.28;102;60;232;Sangat Subur;Pertahankan kondisi saat ini;5.5;Eucalyptus Farm
2025-09-10 08:22:22;29.2;62.3;30.4;77.1;7.19;88;40;126;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.0;Eucalyptus Farm
2025-09-10 08:22:33;22.5;63.9;27.1;79.6;4.54;157;100;150;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.6;Eucalyptus Farm
2025-09-10 08:25:31;29.7;65.3;28.5;61.1;7.93;51;47;244;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.6;Eucalyptus Farm
2025-09-10 08:25:31;26.7;42.9;29.7;72.5;7.00;35;8;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;4.8;Eucalyptus Farm
2025-09-10 08:25:42;25.1;56.0;29.4;48.6;8.70;95;137;308;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.7;Eucalyptus Farm
2025-09-10 08:26:21;20.8;59.7;29.6;71.9;7.71;82;33;240;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.3;Eucalyptus Farm
2025-09-10 08:26:45;30.4;66.3;25.7;68.2;5.86;87;54;279;Sangat Subur;Pertahankan kondisi saat ini;9.3;Eucalyptus Farm
2025-09-10 08:26:59;29.4;45.9;26.6;58.6;7.20;87;46;203;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.7;Eucalyptus Farm
2025-09-10 08:29:21;28.8;62.0;28.6;48.7;6.69;141;67;282;Sangat Subur;Pertahankan kondisi saat ini;5.2;Eucalyptus Farm
2025-09-10 08:30:10;23.7;58.5;29.9;49.5;6.16;76;59;153;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.8;Eucalyptus Farm
2025-09-10 08:30:28;24.7;44.1;29.7;47.0;6.33;104;60;237;Sangat Subur;Pertahankan kondisi saat ini;9.6;Eucalyptus Farm
2025-09-10 08:30:52;24.1;53.7;28.9;50.8;7.80;117;41;185;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.8;Eucalyptus Farm
2025-09-10 08:31:46;25.1;65.1;27.5;61.0;4.28;185;153;246;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.8;Eucalyptus Farm
2025-09-10 08:31:48;27.1;60.5;29.3;63.1;7.45;98;47;213;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.0;Eucalyptus Farm
2025-09-10 08:31:57;25.0;57.4;28.5;55.3;7.14;112;59;258;Sangat Subur;Pertahankan kondisi saat ini;0.7;Eucalyptus Farm
2025-09-10 08:32:50;20.9;67.5;27.8;54.4;4.24;137;199;229;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.9;Eucalyptus Farm
2025-09-10 08:34:08;21.5;66.9;30.0;50.8;6.55;55;26;173;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.2;Eucalyptus Farm
2025-09-10 08:34:08;28.6;41.7;30.4;62.2;7.99;87;119;13;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.8;Eucalyptus Farm
2025-09-10 08:35:05;20.8;56.1;26.2;71.9;5.16;57;185;113;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.6;Eucalyptus Farm
2025-09-10 08:35:25;22.9;62.9;29.8;70.7;7.09;148;41;201;Sangat Subur;Pertahankan kondisi saat ini;1.1;Eucalyptus Farm
2025-09-10 08:35:43;24.7;47.1;27.1;68.5;5.86;127;62;239;Sangat Subur;Pertahankan kondisi saat ini;8.2;Eucalyptus Farm
2025-09-10 08:36:32;24.3;49.5;28.4;65.9;6.74;123;166;64;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.5;Eucalyptus Farm
2025-09-10 08:36:33;25.1;49.9;27.1;79.3;5.94;108;30;167;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.3;Eucalyptus Farm
2025-09-10 08:36:59;29.3;49.5;28.0;51.3;6.29;145;63;320;Sangat Subur;Pertahankan kondisi saat ini;7.9;Eucalyptus Farm
2025-09-10 08:41:12;21.8;54.7;30.2;56.6;6.82;73;28;120;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.3;Eucalyptus Farm
2025-09-10 08:41:42;28.8;65.9;28.6;55.8;7.95;61;33;109;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.5;Eucalyptus Farm
2025-09-10 08:42:19;21.0;49.3;26.7;50.6;5.60;64;78;172;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.5;Eucalyptus Farm
2025-09-10 08:43:10;24.3;44.0;27.6;64.6;6.83;28;163;272;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.1;Eucalyptus Farm
2025-09-10 08:46:19;27.2;44.9;26.7;52.2;5.53;101;34;190;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.6;Eucalyptus Farm
2025-09-10 08:48:34;21.2;50.1;27.0;49.3;7.11;135;67;318;Sangat Subur;Pertahankan kondisi saat ini;2.8;Eucalyptus Farm
2025-09-10 08:49:27;28.5;42.1;28.4;60.2;6.87;100;43;245;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.4;Eucalyptus Farm
2025-09-10 08:51:26;24.1;63.0;25.7;52.3;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;6.8;Eucalyptus Farm
2025-09-10 08:52:21;24.8;47.3;27.9;44.7;6.93;99;52;280;Sangat Subur;Pertahankan kondisi saat ini;9.6;Eucalyptus Farm
2025-09-10 08:54:26;28.9;66.3;26.9;46.8;7.00;47;13;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;4.8;Eucalyptus Farm
2025-09-10 08:55:30;20.7;47.5;27.3;55.0;5.73;21;142;379;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.8;Eucalyptus Farm
2025-09-10 08:56:31;25.9;67.3;27.3;54.3;6.56;111;49;138;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.4;Eucalyptus Farm
2025-09-10 08:56:59;23.9;48.1;26.1;43.4;5.79;43;0;371;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.5;Eucalyptus Farm
2025-09-10 08:57:20;28.1;52.5;30.2;51.7;5.41;116;50;50;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.2;Eucalyptus Farm
2025-09-10 08:58:10;21.4;51.9;26.4;53.5;6.20;59;48;223;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.2;Eucalyptus Farm
2025-09-10 08:58:50;25.9;63.5;25.7;75.6;7.84;25;114;382;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.7;Eucalyptus Farm
2025-09-10 08:59:56;26.1;58.8;28.2;57.4;7.00;28;4;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;3.9;Eucalyptus Farm
2025-09-10 09:00:27;25.0;44.7;29.1;68.3;6.49;29;140;207;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.5;Eucalyptus Farm
2025-09-10 09:00:36;20.7;48.9;26.9;60.2;5.80;199;8;302;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.4;Eucalyptus Farm
2025-09-10 09:01:27;27.1;59.8;29.4;49.7;6.45;84;30;156;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.1;Eucalyptus Farm
2025-09-10 09:01:49;28.6;42.9;27.7;59.8;5.37;82;194;173;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.1;Eucalyptus Farm
2025-09-10 09:01:59;22.0;56.7;27.9;53.8;6.33;141;51;304;Sangat Subur;Pertahankan kondisi saat ini;3.5;Eucalyptus Farm
2025-09-10 09:03:32;27.4;41.2;29.6;57.4;6.96;27;58;363;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.7;Eucalyptus Farm
2025-09-10 09:03:38;22.2;51.8;27.0;41.4;6.63;80;32;135;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.2;Eucalyptus Farm
2025-09-10 09:05:00;28.2;48.1;28.7;42.0;5.44;137;8;333;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.1;Eucalyptus Farm
2025-09-10 09:06:58;28.0;65.5;26.0;49.3;5.82;53;76;118;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.5;Eucalyptus Farm
2025-09-10 09:09:18;28.9;46.4;28.7;67.8;6.11;143;61;257;Sangat Subur;Pertahankan kondisi saat ini;5.1;Eucalyptus Farm
2025-09-10 09:09:24;29.0;44.6;25.8;69.6;6.52;66;4;230;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.1;Eucalyptus Farm
2025-09-10 09:09:31;29.0;43.9;26.1;78.5;6.44;83;33;237;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.1;Eucalyptus Farm
2025-09-10 09:09:48;21.1;64.6;29.1;41.5;4.32;120;166;227;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.3;Eucalyptus Farm
2025-09-10 09:10:08;23.7;43.5;28.4;46.2;7.09;117;74;189;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.6;Eucalyptus Farm
2025-09-10 09:11:40;25.0;61.9;28.2;66.0;6.87;94;32;140;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.5;Eucalyptus Farm
2025-09-10 09:11:52;20.8;45.6;28.1;60.9;7.26;85;62;214;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.9;Eucalyptus Farm
2025-09-10 09:12:04;21.3;58.8;29.4;73.1;7.64;111;50;124;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.1;Eucalyptus Farm
2025-09-10 09:12:10;21.4;65.5;26.2;78.0;5.87;142;56;283;Sangat Subur;Pertahankan kondisi saat ini;4.5;Eucalyptus Farm
2025-09-10 09:12:40;29.4;50.8;27.2;76.0;6.64;21;59;167;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.0;Eucalyptus Farm
2025-09-10 09:12:43;24.8;41.8;27.5;54.2;7.19;63;52;177;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.0;Eucalyptus Farm
2025-09-10 09:13:52;25.0;66.7;27.5;73.6;6.84;128;46;345;Sangat Subur;Pertahankan kondisi saat ini;1.9;Eucalyptus Farm
2025-09-10 09:14:51;23.1;42.9;27.2;62.2;5.38;52;95;2;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.8;Eucalyptus Farm
2025-09-10 09:15:44;24.2;60.8;27.2;78.1;6.79;49;33;179;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.4;Eucalyptus Farm
2025-09-10 09:17:01;21.8;58.3;30.2;50.8;6.77;117;50;345;Sangat Subur;Pertahankan kondisi saat ini;4.8;Eucalyptus Farm
2025-09-10 09:17:12;25.1;43.4;27.0;42.0;7.56;91;78;134;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.7;Eucalyptus Farm
2025-09-10 09:17:17;21.2;43.8;29.7;69.0;5.35;101;28;231;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.9;Eucalyptus Farm
2025-09-10 09:17:50;27.3;59.5;28.5;43.5;5.19;98;71;226;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.8;Eucalyptus Farm
2025-09-10 09:17:53;30.3;49.5;26.3;66.7;6.76;115;32;246;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.8;Eucalyptus Farm
2025-09-10 09:18:49;30.0;61.8;28.4;65.9;7.02;22;140;215;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.3;Eucalyptus Farm
2025-09-10 09:19:08;22.8;54.3;29.0;60.6;6.83;57;50;188;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.9;Eucalyptus Farm
2025-09-10 09:19:37;29.2;44.4;27.6;77.6;6.20;124;67;90;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.3;Eucalyptus Farm
2025-09-10 09:20:04;27.3;55.3;27.6;51.0;5.68;100;62;140;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.7;Eucalyptus Farm
2025-09-10 09:20:09;26.4;49.4;28.0;64.2;6.46;94;21;203;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.6;Eucalyptus Farm
2025-09-10 09:20:35;29.5;57.8;27.2;75.7;7.60;25;101;208;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.9;Eucalyptus Farm
2025-09-10 09:20:46;23.6;58.7;26.9;47.6;6.03;89;72;216;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.8;Eucalyptus Farm
2025-09-10 09:20:54;25.9;59.6;26.6;68.9;7.14;113;9;142;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.1;Eucalyptus Farm
2025-09-10 09:20:58;25.2;43.8;26.5;66.5;7.77;83;13;147;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.1;Eucalyptus Farm
2025-09-10 09:21:32;25.0;51.4;27.8;50.3;7.16;109;65;123;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.2;Eucalyptus Farm
2025-09-10 09:21:50;23.1;54.1;30.0;73.9;5.11;46;73;244;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.9;Eucalyptus Farm
2025-09-10 09:22:44;29.9;43.8;26.3;49.6;6.03;199;196;99;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.2;Eucalyptus Farm
2025-09-10 09:22:56;22.3;52.5;28.1;69.7;6.31;102;51;204;Sangat Subur;Pertahankan kondisi saat ini;7.0;Eucalyptus Farm
2025-09-10 09:23:49;23.3;52.2;29.4;72.1;6.43;44;3;360;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.5;Eucalyptus Farm
2025-09-10 09:24:33;21.6;61.4;30.1;55.3;6.29;52;55;233;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.3;Eucalyptus Farm
2025-09-10 09:25:04;27.9;61.5;27.0;60.5;8.64;109;51;298;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.2;Eucalyptus Farm
2025-09-10 09:25:22;21.1;46.6;26.0;78.6;5.46;94;22;149;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.4;Eucalyptus Farm
2025-09-10 09:25:24;29.5;65.1;27.1;78.1;7.49;176;89;29;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.2;Eucalyptus Farm
2025-09-10 09:25:26;26.2;50.1;27.4;47.3;7.95;113;27;214;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.3;Eucalyptus Farm
2025-09-10 09:27:20;25.8;57.0;28.7;72.8;6.97;110;65;247;Sangat Subur;Pertahankan kondisi saat ini;3.3;Eucalyptus Farm
2025-09-10 09:27:36;25.7;40.6;27.3;41.3;6.29;146;46;303;Sangat Subur;Pertahankan kondisi saat ini;0.8;Eucalyptus Farm
2025-09-10 09:28:07;21.7;45.6;27.0;61.2;6.78;58;48;116;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.8;Eucalyptus Farm
2025-09-10 09:28:21;24.8;41.6;28.1;54.0;6.86;68;62;205;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.7;Eucalyptus Farm
2025-09-10 09:28:40;29.8;57.8;27.4;45.3;6.74;113;66;135;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.6;Eucalyptus Farm
2025-09-10 09:28:54;25.0;62.0;29.4;76.8;7.61;24;85;146;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.3;Eucalyptus Farm
2025-09-10 09:29:02;26.3;59.9;27.3;65.6;5.57;66;58;210;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.7;Eucalyptus Farm
2025-09-10 09:30:08;26.8;48.7;27.1;40.9;6.45;98;49;106;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.0;Eucalyptus Farm
2025-09-10 09:30:15;25.4;50.8;27.6;74.9;5.03;77;35;86;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.0;Eucalyptus Farm
2025-09-10 09:31:26;28.5;55.5;30.5;58.2;4.16;46;43;344;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.5;Eucalyptus Farm
2025-09-10 09:32:40;24.5;47.5;27.8;51.4;5.94;57;69;198;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.6;Eucalyptus Farm
2025-09-10 09:32:49;22.1;47.9;29.3;60.8;7.26;94;67;325;Sangat Subur;Pertahankan kondisi saat ini;2.0;Eucalyptus Farm
2025-09-10 09:33:42;27.4;38.5;27.4;54.1;5.22;54;32;142;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.4;Eucalyptus Farm
2025-09-10 09:34:04;21.1;43.4;29.3;59.7;6.19;108;57;138;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.8;Eucalyptus Farm
2025-09-10 09:34:05;21.3;38.1;27.7;60.1;5.89;109;65;106;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.4;Eucalyptus Farm
2025-09-10 09:35:13;26.1;50.2;26.6;63.7;5.85;106;161;61;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.6;Eucalyptus Farm
2025-09-10 09:35:45;27.8;56.4;26.5;45.8;4.20;41;163;117;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.2;Eucalyptus Farm
2025-09-10 09:35:50;22.1;45.0;30.3;50.2;7.46;123;50;314;Sangat Subur;Pertahankan kondisi saat ini;6.6;Eucalyptus Farm
2025-09-10 09:36:28;23.9;62.3;26.7;49.0;5.78;99;52;203;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.0;Eucalyptus Farm
2025-09-10 09:37:50;28.7;64.4;28.9;61.6;4.99;52;124;181;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.6;Eucalyptus Farm
2025-09-10 09:39:11;21.2;41.5;28.5;51.0;6.29;117;27;236;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.8;Eucalyptus Farm
2025-09-10 09:39:44;28.2;56.8;27.4;42.0;6.27;87;57;337;Sangat Subur;Pertahankan kondisi saat ini;6.3;Eucalyptus Farm
2025-09-10 09:39:48;26.4;63.4;27.3;44.3;7.18;46;58;228;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.2;Eucalyptus Farm
2025-09-10 09:39:49;21.3;65.5;27.5;55.7;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;3.0;Eucalyptus Farm
2025-09-10 09:39:57;25.6;50.0;29.8;57.3;7.07;91;69;170;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.9;Eucalyptus Farm
2025-09-10 09:40:42;21.2;57.2;30.2;40.1;7.84;106;10;367;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.3;Eucalyptus Farm
2025-09-10 09:41:30;25.5;46.6;29.2;41.0;7.82;64;39;246;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.8;Eucalyptus Farm
2025-09-10 09:42:48;25.6;51.2;30.5;49.2;6.84;130;60;239;Sangat Subur;Pertahankan kondisi saat ini;5.5;Eucalyptus Farm
2025-09-10 09:43:10;27.8;48.7;29.0;55.8;7.43;88;53;306;Sangat Subur;Pertahankan kondisi saat ini;9.5;Eucalyptus Farm
2025-09-10 09:43:49;25.7;45.0;26.1;44.9;7.20;99;52;216;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.8;Eucalyptus Farm
2025-09-10 09:43:53;26.6;45.2;27.4;43.2;5.89;57;44;157;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.5;Eucalyptus Farm
2025-09-10 09:43:58;30.3;49.3;29.5;57.4;5.54;75;77;205;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.7;Eucalyptus Farm
2025-09-10 09:44:14;28.6;41.9;25.6;67.6;6.88;52;43;154;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.0;Eucalyptus Farm
2025-09-10 09:44:29;22.1;52.6;27.3;65.6;6.29;76;37;149;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.3;Eucalyptus Farm
2025-09-10 09:44:43;23.4;50.1;29.3;49.8;6.84;78;5;321;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.4;Eucalyptus Farm
2025-09-10 09:44:48;28.9;44.3;25.9;68.1;7.76;75;72;193;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.0;Eucalyptus Farm
2025-09-10 09:45:13;21.6;56.9;26.0;43.8;5.97;119;26;119;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.3;Eucalyptus Farm
2025-09-10 09:46:11;28.7;64.7;28.2;48.2;6.09;126;68;268;Sangat Subur;Pertahankan kondisi saat ini;2.6;Eucalyptus Farm
2025-09-10 09:46:16;28.6;60.3;29.2;47.1;5.83;87;79;109;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.2;Eucalyptus Farm
2025-09-10 09:47:49;27.5;67.1;27.7;49.4;7.13;129;48;283;Sangat Subur;Pertahankan kondisi saat ini;7.0;Eucalyptus Farm
2025-09-10 09:48:50;30.0;51.9;25.8;69.2;7.20;77;36;36;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.3;Eucalyptus Farm
2025-09-10 09:49:25;22.9;64.3;25.6;69.3;6.97;72;41;110;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.3;Eucalyptus Farm
2025-09-10 09:49:48;29.3;59.2;29.8;55.3;6.82;38;78;153;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.1;Eucalyptus Farm
2025-09-10 09:52:11;30.5;67.9;26.5;52.5;6.99;50;68;139;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.9;Eucalyptus Farm
2025-09-10 09:52:18;21.3;64.5;29.5;60.2;6.34;101;70;213;Sangat Subur;Pertahankan kondisi saat ini;9.7;Eucalyptus Farm
